Capverdian Creole,Portuguese,English
Bô te oia o que ke m kris dzê com iss,tu estás a ver o que é que eu quiz dizer com isso,You are seeing what I wanted to say with it
"sim, te xpêra ke bô ke te traza sempre","sim, espero que tu não te atrazes sempre","yes, i hope you are not always late"
ke fazêx?,o que estás a fazer?,what are you doing?
Tite isda um emiga dmeu muda de casa,Estou a ajudar uma amiga minha a mudar de casa?,Am I helping a friend of mine to move home?
m tei te programa um tont,estou aqui à programar um tanto,I'm here to program a little
e m tite bei tmá nhá mancarra em,e eu vou tomar a minha mancarra em,And I will take my Mancarra in
Te manhã durmi dret,Até amanhã dorme bem,Until tomorrow sleeps well
bô gordam kel mancarra? ke Condê m bei bô tite bei levam el,Tu guardaste-me aquelá mancarra? porque quando eu for tu o irás me levar,Did you keep that limp for me? Because when I go you will take him to me
Condê ke bô tite bem?,Quando é que tu virás?,When will you come?
talvez log ness ote semana.,talvez logo nesta outra semana.,Maybe soon this other week.
bô te gordam el?,tu o irás guardar para mim?,will you keep it for me?
Clár kkkk,claro kkkk,clear kkkk
"boa jám tem dos, um ne mamam e um ne bô kkk","boa já tenho dois, um na minha mãe e um em ti kkk","well I already have two, one in my mother and one in you lol"
Bô tite pedi tud gente máncara,Tu estás a pedir a mancarra a todo gente,You are asking everyone for the mancarra
"não, nhá mãe já te contsêm, el sebê ke mim má mancarra tem um casament de longa data e com muito amor","não, a minha mãe já me conhece, ela sabe que eu e a mancarra temos um casamento de longa data e com muito amor","No, my mother already knows me, she knows that Mancarra and I have a longtime marriage and with a lot of love"
bô ke convidam p esse casamento má el,tu não me convidaste para esse casamento com ela,You didn't invite me to this marriage to her
"foi diaza, desd de mnine","foi a muito tempo, desde de criança",It was a long time since childhood
einda nos êne dava nem contsê,ainda nós nem conhecíamos,We still didn't even know
"pera, manera ke einda bô êne sebia ke mim dód ne mancarra?","espera, como é que ainda não sabias que eu sou doido em mancarra?","wait, how come you didn't know that I'm crazy in mancarra?"
So agora ke bô tite dzêm,Só agora que me estás à me dizer,Only now that you are telling me
"desculpam entom, ke m falha como emig","desculpa-me então, porque eu falhei como amigo.","I'm sorry then, because I failed as a friend."
kuase tud gente ke m te contsêm sebê disse,quase toda a gente que eu conheço sabe disso.,Almost everyone I know knows that.
"Txá diss, agóh jám sebê","Deixa-te disso, agora eu já sei","Leave it from this, now I know"
levam má bô,leva-me contigo,Take me with you
Bem kkk,Vêm kkk,Come kkk
jám te ne sintonton,já estou em Santo Antão,I'm already in Santo Antão
"bô kizer dam falá kualker dia dei p frent, so dzêm","se tu quiseres me visitar qualquer dia daqui para frente, só me disseres","If you want to visit me any day going forward, just tell me"
Manhã um te p Puva plomanha se bô Kiser bô te txi no te encontra lá,Amanhã eu irei para a Puvação de manhã se tu quiseres nós poderíamos encontrar ai,Tomorrow I will go to Puvação in the morning if you want we could meet there
e bô êne dite bem dem falá,e tu não virás me ver,And you will not come to see me
"Yh, má ke sebê condê ke um podê bé","Yh, mas não sei quando é que consigo ir","Yh, but I don't know when I can go"
Má se bô consegui txi p Puva no te oia pra lá,Mas se tu conseguires descer para Ribeira Grande nós nos vemos por aí,But if you can get down to Ribeira Grande we see out there
"maiso menos tontê hora, se fosse?","mais ou menos quantas horas, se fosse?","How many hours, if it was?"
"Tip uns 9 ou 10 hora, tite bé renova nhe cartão de sanidad","Tipo as 9 ou 10 horas, eu vou renovar o meu cartão de sanidade","Like 9 or 10 hours, I will renew my health card"
"ok, má tontê temp no tite bei fcá djunt mesm?","ok, mas quanto tempo nós iremos ficar juntos mesmo?","Ok, but how long will we stay together?"
Tip até lá p volta de 13 hora,Tipo até aí por volta das 13 horas,Like so far around 1 pm
"Oi, tud dret?","Oi, tudo bom?","Hi, how are you?"
kual tip de máncara bô te gosta?,qual tipo de mancarra que tu gostas?,what kind of earthnut do you like?
"oi, tud dret?","oi, tudo bom?","Hi, how are you?"
"m te gostá de kes peknim, kes de marca Pelito","eu gosto dos pequenos, às da marca Pelito","I like the little ones, those of the Pelito brand"
"axo ke essim ke kel marca, porkê mesm??","acho que é assim que é a marca, porque mesmo??","I think this is how the brand is, why even ??"
"oia ê mas facíl bô mandam menssagem diretamente p nhá número, ke m te respondê log ne hora","olha é mais fácil tu enviares mensagem para o meu numero diretamente, porque eu respondo logo na hora","look, it's easier for you to message my number directly, because I answer right away"
"oia, dam falá ou manhám, despos de manhám ou sóbd","olha, vêm me ver ou amanhã, ou depois de amanhã ou sábado","Look, come to see me or tomorrow, or the day after tomorrow or Saturday"
Te xpiá se m te podê dób falá didming,Vou ver se posso ir te ver no domingo,I'll see if I can go to see you on Sunday
Porque es ote dia m tem trabôi,Porque nos outros dias eu tenho trabalho,Because on other days I have work
manera kbô ta?,como é que tu estás?,how are you?
"també, ke fet de bô?","também, o que é feito de ti?","Also, what is done from you?"
"Nada de especial so trabôi, casa","Nada de especial só trabalho, casa","Nothing special just work, home"
oia um emiga ke m tem,vejá uma amiga que eu tenho,see a friend I have
"feia, nera?","feia, não é?","Ugly, isn't it?"
"Não, completament o contrário","Não, completamente e contrário","No, completely and contrary"
Manera ke bô ta?,Como é que tu estás?,How are you?
te dret e bô manera?,"Estou bem, e tu como vais?","I'm fine, and you how are you?"
Yh també,Yh também,Yh too
bô tem certesa ke bô krê ser so nhá emiga?,Tu tens a certeza que queres ser só a minha amiga?,Are you sure you want to be just my friend?
porque?,porque?,why?
respondê...,responde...,responds...
"Yh, diaza no tem nos amizad, ono?","Yh, nós temos a nossa amizade desde a muito tempo, ou não?","YH, do we have our friendship for a long time or not?"
Má porque ke bô pergunta?,Mas porque é que tu perguntaste?,But why did you ask?
"ke um fot moda esse lá, te fezem pensa o contrário","porque uma foto como essa, me faz pensar o contrário",Because a photo like this makes me think otherwise
tem ke brinca má bô as vez p bô êne pensa ke mim tud sério,tenho que brincar contigo as vezes para não pensares que eu sou todo sério,I have to play with you sometimes so I don't think I'm serious
"descontra, um sabê ke brinkadera","relaxado, eu sei que é brincadeira","relaxed, I know it's a joke"
M sabê ke bô ke ê serio,Eu sei que tu não és sério,I know you are not serious
"mim ê sim, bô sebê","eu sou sim, tu sabês","I am yes, you know"
txá de txám ne mintira mim má bô ê emig,"para de me deixar nos mentiras, eu e tu somos amigos","stop leaving me in lies, you and I are friends"
Já ke bô ê nhe emig ke m tem ke ser realista má bô,Já que tu ès meu amigo que eu tenho que ser realista contigo,Since you are my friend that I have to be realistic with you
Ukê bô tite fazê?,o que estás a fazer?,what are you doing?
"tava te termina um trabôi, gora m bem ei dób um falá","estava a terminar um trabalho, agora eu vim aqui conversar contigo","I was finishing a job, now I came here to talk to you"
"Pelo menos hoje bô lembra de mim, ingrot","Pelo menos hoje tu lembraste de mim, ingrato","At least today you remembered me, ungrateful"
"não, m te lembra sempre ne bô, bô ê ke tem bendonód","não, eu lembro sempre de ti, tu é que me têns abandonado","No, I always remember you, you have abandoned me"
"não, mim não","não, eu não",no not me
"Mim també sempre um te lembra ne bô, so ke bô ke te xtód mut online","eu também sempre lembro-me em ti, só que tu nem sempre estas online","I also always remember you, but you are not always online"
"yh isse ê dvera, má êne p usa isse como desculpa","yh verdade, mas não é para usares isso como desculpa","yh true, but it's not to use it as an excuse"
"ke ê desculpa não, não","olha não é uma  desculpa, não","Look it's not an excuse, no"
Parabens meu bem,Parabéns meu bem,Congratulations my good
"Txeu felicidades, love, sáud, ke bô te consegui atingi tud objetivo de bô vida","Muitas felicidades, love, saúde, e que tu conseguirás atinguir todos os objetivos da tua vida","Many happiness, love, health, and that you will be able to achieve all the goals of your life"
"Continua esse mussin divertid, simpático, esse emig sem igual ke bô ê","Continua esse rapaz divertido, simpático, esse amigo sem igual que tu és","Continues this fun, friendly boy, this unique friend that you are"
"Já bô sabê, proveita bô dia porkê bô te merece","Já sabês, aproveita o teu dia porque tu mereces","You already know, enjoy your day because you deserve"
tite oia televisão e bô?,Estou a ver televisão e tu?,I'm watching television and you?
tite bem programá kk,eu vou programar kkk,I will program kkk
Manera ke foi bô dia hoje?,Como foi o teu dia hoje?,How was your day today?
"foi descontra, normal, e bôssa manera?","Foi relaxado, normal, e o teu como foi?","It was relaxed, normal, and yours how was it?"
Foi trenkil,Foi bom,Was good
ntom sim,então sim,so yes
Te manhá,Até amanhã,See you tomorrow
mim també,eu também,me too
"Hey, manera ke bô ta?","Hey, como é que tu estás?","Hey, how are you?"
"m txób um menssagem, ma depos m lembrá ke êne era mistíd","eu te deixei mensagem, mas depois eu ví que já não era preciso","I left you a message, but then I saw that I wasn't necessary"
Einda mi ke oiel,Ainda eu não o vi,I haven't seen him yet
hoje m corda ke ideia ne bô,hoje eu acordei com ideia em ti,Today I woke up with idea in you
"por isse corda log te dób falá, p xpiá manera ke bô ta","por isso acordei logo a conversar contigo, para ver como estás?","So I woke up to talk to you right away, to see how you are?"
"so m sebê, ke sim","eu só sei, que sim","I just know, yes"
"Ê sodad, so podê ser","É saudades, só pode ser","It is missing, it can only be"
bô má es estudos?,Tu e os estudos?,You and the studies?
"tite bei, já bô sabê kualé","estão a ir, tu já sabês como funciona","are going, you already know how it works"
contam mas de bô...,conta-me mais de ti...,Tell me more of you ...
diaza ke nem oiób,a muito tempo que nem te vi,a long time ago I didn't even see you
"S for, te bé dób falá ne féria grand","se for, vou te ver nas férias grandes","If so, I'll see you on the big holidays"
já tem 3 one ke m tite xperób,já tem 3 anos que eu estou à tua espera,It's been 3 years since I've been waiting for you
Má dess vez um tite bé xpiób,mas dessa vez eu irei te ver,But this time I will see you
jám dzêb se bô bei te beijób pê,Já te disse que se tu ires eu te beijárei os pés,I told you that if you go I will kiss you your feet
Prepara enton ke bô tite bé beijem pê,Prepara-te então que tu vais beijár os meus pés,So get ready for you to kiss my feet
"já m dzêb ke não, ke bô êne te bei","Já te disse que não, que tu não irás","I already told you no, that you will not go"
xpêra bô tite bé oia,Espera para tu veres,Wait for you to see
"mim êne te tem problema ne beijób pê, se bô bei klár","eu não vou ter problemas em te beijár os pés, se tu fores claro",I won't have problems kissing your feet if you go
"Má també bô tem ke levem log um mancarra, p tontê temp ke m tite xperób","mas também tens de me levar logo uma mancarra contigo, pelo tanto de tempo que tenho te esperado","but you also have to bring me a limp with you soon, for as long as I've been waiting for you"
"Clár ke um te levób kel camisa, diaza um tite prometêb el","claro que eu o levarei a camisa, a muito tempo que prometi o te dar","Of course I'll take the shirt, long ago I promised to give it to you"
E bô te guardam um chuclát,E tu vais me guardar um chocoláte,And you will save me a chocolate
mim te barra de sodad de casa també,eu tenho muitas saudades de casa também,I miss home a lot too
no tem controt ntom,então nós temos contrato,So we have a contract
També diaza bô ke bem,Também à muito tempo que tu não vieste,Also for a long time that you have not come
m tava lá ne fim de one,eu estava ai no final do ano,I was there at the end of the year
"Má diaza prop, mim êne bei","mas a muito tempo mesmo, eu não foi aí","But for a long time, I wasn't there"
Manera bô te dret?,Como tu estás?,How are you?
"dret, e bô?","bem, e tu?",good and you?
Te detod e bô,Estou deitado e tu?,I'm lying down and you?
Ess vida manera? bô má kes mussin?,Está vida como vai? Tu e os rapazes?,How's life going? You and the boys?
Mim ke tem nenhum,Eu não tenho nenhum,I do not have any
"nos ê dos, ntom","nós somos dois, então","We are two, so"
Ke bô te na el?,O que estás a fazer?,What are you doing?
tei te fazê um trobôi,estou aqui a fazer um trabalho,I'm here doing a job
"infadód ne Santo Antão, manera ke isse ê possível mesm?","enfadado em Santo Antão, como é que isso é possível, mesmo?","bored in Santo Antão, how is that even possible?"
Manera bô ta?,Como é que tu estás?,How are you?
Ness féria no tite bei fazê uns dos cena?,Nesta féria nós vamos fazer muitas cenas?,Are we going to do a lot of scenes on this vacation?
klár. Ê só bô dzêm kondê ke bô te bem,claro. É só me dizeres quando é que tu virás,clear. Just tell me when you will come
já te ke graça de oiób també,já estou com vontade de te ver também,I already want to see you too
Mi també,eu também,me too
te gostá de nos amizad ne mesma,eu gosto da nossa amizade na mesma,I like our friendship in the same
ntom isse ê o ktê importa,então isso é o que importa,So this is what matters
no tem mut ke pronta,nós temos muito que aprontar,We have a lot to get ready
"Tite xperób so bem, p no pode bei fazê kel cosa","Estou só a espera de tu vires, para podermos ir fazer aquela coisa","I'm just waiting for you, so we can go to do that thing"
mim te xpêra ke des vez te ser diferent,eu espero que dessa vez seja diferente,I hope this time is different
Condê ke bô tite bem?,Quando é que tu virás?,When will you come?
"Condê m tmá féria, ai já m te tem data","quando eu tomar férias, aí eu já terei uma data","When I have a vacation, then I will already have a date"
"So trabôi, casa","Só trabalho, casa","Only work, home"
Hoje ke te condê de sei,Hoje não estou com muita vontade de sair,Today I don't want to leave
Hoje não,Hoje não,Not today
Falta elgum cosa?,Falta alguma coisa?,Something is missing?
Bô,Tu,You
"mim, asser?","eu, a sério?","Me, really?"
ntom olim ne kemim,"então, já estou à caminho","So, I'm already on the way"
Te fcá te xperób,Vou ficar a tua espera,I will be waiting for you
"te manhám, fcá kul","até amanhã, fique bem","Until tomorrow, stay well"
"Mim te consód, isso sim","eu estou cansado, isso sim","I'm tired, yes"
Falta de uns massagem p reláxa,Estou com falta de um massagem para relaxar,I miss a massage to relax
"Txam bé fezêb el, p xpiá manera ke esse te fcá","Deixa-me o fazer para ti, para ver como este ficará","Let me do it for you, to see how this one will be"
Já m te bei,Já vou,I'm going
nada de especial,nada de especial,nothing special
Já bô sebê,Tu já sabês,You already know
Manera foi bô dia hoje?,Como foi o teu dia hoje?,How was your day today?
M oia nhá avó,Eu vi a minha avó,I saw my grandmother
e manera ke foi?,E como foi?,And how it was?
Mim te txega de xcolá agó,Eu estou a chegar da escola agora,I'm coming from school now
Bô tive bom aulá?,Tu tiveste boa aula?,Did you have a good class?
Sim foi descontra,Sim foi relaxado,Yes it was relaxed
Já te ke graça de tmá féria,já estou com vontade de tomar férias,I already want to have a vacation
Condê ke bô tite bei ter féria?,Quando é que tu vais ter férias?,When are you going to have a vacation?
Má bô te bem log p Ponta do Sol?,mas tu virás logo para Ponta do Sol?,But will you come soon to Ponta do Sol?
bô tite bem log p Santo Antão?,mas tu virás logo para Santo Antão?,But will you come to Santo Antão soon?
Einda kepes de passa mas um tempo prei,Ainda sou capaz de passar mais um tempo aqui,I am still able to spend another time here
Essim ke m te gosta,Assim que eu gosto,That's the way I like it
Dess vez te bei dób falá,Desta vez eu vou te ver,This time I will see you
M tite dzêb essim porkê m tite bei te lá,"Estou a te dizer assim, porque eu irei até aí","I'm telling you that, because I will go there"
Te fcá te xpêra,Eu ficarei a espera,I will be waiting
"mancarra, ago bô betem ne pont","mancarra, agora tu bateste-me no ponto","limp, now you hit me on the spot"
desculpem,desculpa-me,Sorry
Ess ê um emig de meu ne ses merda,Este é um amigo meu nas merdas dele,This is a friend of mine in his shit
El curtíb prop,Ele gostou mesmo de ti,He really liked you
Bô te txel mexêb ne bô Facebook,Tu o deixas mexer no teu Facebook,You let him move your Facebook
"Não, el ê kt mete dondê ke el êne txmód, el tava ebert ne nhá computador","Não, ele é que se mete onde ele não é chamado, este estava aberto no meu computador","No, he is that if he is not called, this was open on my computer"
Bô má el te mora djunt?,Tu e ele estão juntos?,Are you together?
"Não, m tei ne escola, pos iss","Não, estou aqui na escola, por isso","No, I'm here at school, so"
Kual ke bô cor preferid?,Qual a tua cor preferida?,What is your favorite color?
Pret,Preto,Black
pret tem se lugar,preto tem o seu lugar,Black has its place
Porque ke bô perguntem?,Porque tu me perguntaste?,Why did you ask me?
m tite pensa ne bei p casa ne um des dia,eu estou a pensar em ir para casa em um desses dias,I'm thinking of going home in one of these days
bei te prepara p recebem,prepara-te para me receber,prepare to receive me
tava te cabá treine agora,estava a terminar de treinar agora,I was finishing training now
mim te prei p kel trabôi ke m bem fazê,eu estou aqui pelo trabalho que eu vim fazer,I'm here for the work I came to do
nunca bô dzêm ne ukê ke bô te trebalha?,Tu nunca me disseste em que trabalhas?,Did you never tell me what you work for?
Te fazê caixa ne um lojá,Eu faço caixa em uma lojá,I do cashier in a store
Condê m bei p casa m te bei dób falá,quando eu for para casa eu vou te ver,When I go home I will see you
promesa ê divida,promessa é divida,Promise is debt
tontê hora bô te sei de traboi,à que horas tu sais do trabalho?,what time do you leave work?
m te sei 8:30,eu saio as 8:30,I leave at 8:30
mokêm ke bô êne dzêm diaza? Tava te pensa ne passa p panhób.,porque é que não me disseste antes? Estava a pensar em passar para te pegar.,Why didn't you tell me before? I was thinking of going to catch you.
"se bô tava ei, bô ke tava dzêm essim","se tu estivesses aqui, tu não me dirias assim","If you were here, you would not say so"
"xpêra até um dia, bô tite bei oia","espera até um dia, e tu verás","Wait until one day, and you will see"
ke bô tite bei pronta hoje,o que é que vais aprontar hoje?,What are you going to do today?
m te tite bei sei má um emiga dmeu,eu vou sair com uma amiga minha,I'm going out with a friend of mine
Bô te ne casa?,Tu estás em casa?,Are you at home?
agoh goza kmi...,Agora goza comigo...,Now enjoy me ...
bô te dzêm p um dób falá má bô êne de na casa,Tu me dizes para ir te ver mas não estás em casa,You tell me to go see you but you are not at home
"sim, ê ke m tava te pronta um cosa por iss","sim, é que eu estava a aprontar uma coisa por isso","yes, it's just that I was up to something for that"
Ukê ke bô tava te pronta?,o que é que tu estavas a aprontar?,what were you up to?
Onte tava lá p bô zona...,Ontem eu estava aí pela tua zona...,Yesterday I was there for your area ...
ke bô bei fezê pralá?,o que é que foste fazer por aí?,what were you doing there?
Lá tava ke um festa,Aí estava com uma festa,There was a party
Era log lá debôx,Era logo ai em baixo,It was just below
Te reláxod ne casa,Estou relaxado em casa,I'm relaxed at home
Te xtód sem gost de sei,Eu ando sem muita vontade de sair,I walk without much desire to leave
Má bô devia fcá te sei de vez em quand,Mas tu deverias ficar a sair de vez em quando,But you should go out from time to time
"Sim, m te sei, so ont ke mim êne dava ke gost","Sim, eu saio, só ontem que eu não estava com muita vontade","Yes, I leave, only yesterday that I was not in much willing"
Bô te dam falá te sei má bô,Vêm me ver e eu sairei contigo,Come to see me and I will go out with you
No te combina dret,Nós combinamos melhor,We combine better
"kondê bô tiver lá, bô te dzêm","quando estiveres aí, tu me dizes","When you are there, you tell me"
"porque, ukê ke bô tem?","porque, o que é que tu tens?","Why, what do you have?"
Ont es mata um emig dmeu,Ontem mataram um amigo meu,Yesterday they killed a friend of mine
Má ukê ke contsê?,Mas o que aconteceu?,But what happened?
"Já tinha oiód esse noticia, má por alto...","Já tinha visto está noticia, mas por alto...","I had already seen this news, but by the way..."
Ess cosa lá ê complicód?,Essas coisas aí são complicadas?,Are these things there complicated?
já te ke vontad de oiób,já estou com vontade de te ver,I already want to see you
Mim també te ke vontad de oiób,Eu também estou com vontade de te ver,I also want to see you
"oia, m te txi p casa hoje detardê e m te bem segunda plomanha","olha, eu vou descer para casa hoje de tarde e retorno na segunda de manhã","Look, I'll get home this afternoon and return on Monday morning"
"s bô kizer bei dam falá manhá ou depos de manhá, xtód avontad","se tu quiseres ir me ver amanhã ou depois de amanhã, estejá á vontade","If you want to go see me tomorrow or the day after tomorrow, you will be comfortable"
talvez tite bei sóbd p bô zona,talvez eu irei sábado para a tua zona,Maybe I'll go Saturday to your area
bô te txá menssagem se bô bem ou kê,me deixa-me uma mensagem se tu virás ou não,Leave me a message if you will come or not
Bô êne bem?,Tu não vieste?,Didn't you come?
"Já m sei, má einda m tei ne Ponta do Sol","Eu já saí, mas ainda estou em Ponta do Sol","I already left, but I'm still in Ponta do Sol"
"Mim te prei p bôxe, má não prop lá","Eu estou aqui por baixo, mas não mesmo ai","I'm here underneath, but not even there"
Pensa bô tava te bé pralá,Pensei que tu irias para aí,I thought you would go there
Lá te chei de gent?,Aí está com muita gente?,Is there with a lot of people?
"Não, mim tei ne rbera pert dalá","Não, eu estou aqui na ribeira perto daí","No, I'm here on the riverside near there"
"Má cheio de gent, axo ke não... má lá te ke uns psoa","mas cheio de gente, acho que não... mas ai está com algumas pessoas","But full of people, I don't think ... but there is some people"
"Olim te bei te lá, má so p compra algo","Estou a ir até aí, mas só para comprar algo","I'm going there, but just to buy something"
"Bô devia fcá pra lá, ne festa","Tu deverias ficar por ai, na festa",You should stay around at the party
No tei relaxód,Nós estamos aqui relaxados,We are here relaxed
No te fcá sem oia nton?,Nós ficaremos sem nos ver então?,Will we be without seeing ourselves then?
Com muita pena,Com muita pena,Pitying
culpa ke ê dmeu,a culpa não é minha,it's not my fault
Minha també não,Minha também não,Mine either
M te xpiá se m te muda passagem p m bei quarta,Eu vou ver se eu consigo mudar a passagem para eu ir na quarta,I will see if I can change the ticket for me to go on Wednesday
Valéria dem falá hoje,"Valéria, vem me ver hoje","Valéria, come see me today"
"Hoje se um bé pra lá, te xpiá se um te consegui dób falá","Hoje se eu for por ai, vejo se consigo ir te ver","Today if I go around, I see if I can see you"
For bô te txem mensagem ne nhá número,"Se for, deixa-me menssagem no meu número","If so, leave me mensage in my number"
"Ke porkê se nos êne oia gora, no te oia so próximo one","Porque se nós não nos vermos agora, nós nos veremos só no próximo ano","Because if we do not see us now, we will see ourselves only next year"
"Mim te suave, já te prei p São Vicente","Eu estou suave, já estou por aqui em São Vicente","I'm soft, I'm already here in São Vicente"
Já?,Já?,Already?
Sim m bem segunda,Sim eu cheguei aqui na segunda,Yes I arrived here on Monday
klár desd ont tite proveita,"claro, desde ontem que estou a aproveitar","Of course, since yesterday I am enjoying"
M te ne São Pedro,Eu estou em São Pedro,I'm in São Pedro
"Te txega ei p casa grinhecin, tava te anda um bocód","Estou a chegar em casa agora mesmo, estava a andar um pouco","I'm coming home right now, I was walking a little"
"Nem por iss, te falób a sério","Nem por isso, estou a te falar a sério","Not so, I am talking to you seriously"
Manera ke foi?,Como é que foi?,How did it go?
kel volta foi cul,o passeio foi bom,The tour was good
Ke bô pronta?,O que foi que tu aprontaste?,What did you do?
mim so m sei má nhes emig,eu só sai com os meus amigos,I just go out with my friends
"diaza êne dinha tid notícia de bô, e es dia tava tud te pensa ne bô","a muito que não tenho tido notícias tuas, e esses dias estava sempre a pensar em ti","I haven't heard from you for a long time, and those days I was always thinking about you"
Má ke te oiób online,Mas eu não te vejo online,But I don't see you online
"Bô podê txá menssagem, ke depos m te oiel",Você pode deixar uma mensagem porque mais tarde eu vou ver,You can leave a message because later I'll see it
Mim ktem chat dzativód,eu é que tenho o chat desativado,I have the chat disabled
"e bô, ke te dzid de bô?","e tu, o que é dito sobre ti?","And you, what is said about you?"
já bô sabê manera,"já sabês, como é","You already know, how it is"
Bô má esse vida? contam de bô.,Tu e essa vida? Conta-me sobre ti.,You and this life? Tell me about you.
diaza nos êne falá dret,A muito que nós não falámos muito bem,It's been a long time we haven't spoken very well
bô també bô tite volta ingrót.,tu também estás a voltar ingrato.,you too are making yourself ungrateful.
bô tem bendonód,tu me tens abandonado,You have abandoned me
Mim nunca m fazê isso,Eu nunca fiz isso,I never did it
Mi nunca um tem largób,Eu nunca te vou largar,I will never drop you
"m sabê, até porkê mim ke bô ome","eu sei, até porque eu é que sou o teu homem","I know, because I'm your man"
E bô má esse xcolá?,E tu e essa escola?,And you and this school?
"Má já bô tite bem termina, ono?","Mas tu já vais terminar, ou não?","But are you going to end, or not?"
"sim, último one","sim, último ano","Yes, last year"
bô krê trá prova,tu queres tirar provas,You want to take evidence
e bô já êne krê mes bei p xcolá?,e tu já não queres mais ir à escola?,And you no longer want to go to school?
M krê sim,Eu quero sim,"Yes, I want"
Tite xpêra nhe irmá dzêm se um te bei xtuda próximo one ou não,Estou a espera da minha irmã me dizer se eu irei para a escola no próximo ano ou não,I'm waiting for my sister to tell me if I'm going to school next year or not
Ke el ê ktê pagam nhá xcolá,Porque é ela que está a pagar a minha escola,Because it is she who is paying my school
"pensa bô tava bem esse one, já tava ke uns idea","eu pensei que virias este ano, já tinha tido umas ideias","I thought you would come this year, I already had some ideas"
"Ess covid ê ke txám frok, ke nhe irmá tava xtód te trabalha es ke tava peguel","Essa covid é que me deixou fraco, porque a minha irmã estava a trabalhar mas eles não a pagavam","This covid made me weak, because my sister was working but they didn't pay her"
essim ê complicód prop,assim é complicado mesmo,So it's really complicated
"mas próximo one bô te bem ke força, cada cosa ne se temp","mas no próximo ano tu virás com força, cada coisa no seu tempo","but next year you will come in force, each thing in its own time"
Mi má el ke te falá por causa de se comportament,Eu e ele não falámos por causa do seu comportamento,Me and him didn't talk because of his behavior
Bô tite bem?,Tu estas a vir?,Are you coming?
Tite perguntób.,Estou a te perguntar.,I'm asking you.
Ukê ke bô krê p um gordób?,O que é que tu queres que eu te guarde?,What do you want me to keep you?
Bô te presentem uns dos emiga de bôssa,Tu vais me apresentar algumas amigas tuas,You're going to introduce me to some of your friends
Uns mancarra,Algumas mancarras,Some earthnuts
Má bô ê dód ne bô mancarra,Mas tu és doido em mancarra,But you are crazy in earthnut
"klár, kel lá ê lei","claro, aquilo aí é lei","Of course, that's law"
"Bô ê bom ne informática, nera?","Tu és bom em informática, não é?","You are good in computer science, aren't you?"
"Sim, ne ukê ke m te fazê sim","Sim, em o que eu faço sim",Yeah in what I do yeah
M tite bem pedíb um favor,Eu vou te pedir um favor,I will ask you a favor
"Tava te bem xpiá se bô tava consegui descubri ê kenheê, so atravez de kel número, por favor","Estava a ver se tu conseguirias descobrir quem é, só através do número, por favor","I was seeing if you could find out who it is, only through the number, please"
porkê esse cosa já tite passa de limite,porque esta coisa já está a passar dos limites,Because this thing is already going over the line
M te xpiá,Eu vou ver,I'll see
"Mim já tite pensam até bé ne plicia, ke esse cosa já te dmas","Eu já estou a pensar até em ir a policia, porque esta coisa já está demais","I'm already thinking about going to the police, because this thing is already too much"
"M te xpiá, te dzêb daqui à 3 dia","Vou ver, te direi algo daqui a 3 dias","I'll see, I will tell you something in 3 days"
Má bô te devem um mancarra,Mas tu me deves uma mancarra,But you owe me a limp
"Se mim êne otxá nada bô te bei p plicia, sim",Se eu não encontrar nada tu irás a polícia sim,"If I don't find anything you'll go to the police, yeah"
"Condê bô bem, te dób tontê mancarra ke bô kiser","Quando tu vieres, te darei quantas mancarras tu quiseres","When you come, I'll give you as many limps as you want"
"se bô incontra elgun cosa, bô te dzêm kualkuer cosa","se encontrares alguma coisa, tu me dizes qualquer coisa","If you find something, you tell me anything"
"Ok, m te dzêb","OK, eu te direi","Ok, I will tell you"
Tonte m kizer?,Quanto eu quiser?,How much do I want?
Oia ke m te cobra,Olha que eu vou cobrar,Look that I will charge
Bô consegui?,Tu conseguiste?,You made it?
"Tava te xkecíd, einda êne dive temp p xpiel","Estava até esquecido, ainda não tive tempo de o ver","I was even forgotten, I still didn't have time to see it"
oia ke essim m te xkecê ke nos ê emig,olha que assim eu esqueço que nós somos amigos,"look that in this way, I'll forget that we are friends"
Fliz one nove,Feliz ano novo,Happy New Year
igualment,igualmente,equally
Manera bô passa esse fim de one?,Como foi que tu passaste esse fim de ano?,How did you spend this holiday season?
"foi mesm bom, e bô?","foi mesmo bom, e tu?","It was really good, and you?"
M txmób e bô êne dzê nada. Kel número êne dá.,Eu te telefonei e tu não disseste nada. O número não funcionou.,I called you and you didn't say anything. The number didn't work.
Bô êne respondê,Tu não me respondeste,You didn't answer me
"Diaza nos êne falá, te só te xpiá manera ke bô tá.","A muito que não falámos, estou só à ver como é que tu estás.","It's been a long time since we talked, I'm just checking in on you."
"Tava ne casa, m txmób má êne dá","Estava em casa, te chamei mas não funcionou","I was at home, I called you but it didn't work"
Grinhecin tava ei te dá nos conversa p riba,Estava aqui a dar as nossas conversas para cima agora mesmo,I was here giving our conversations up just now.
sodad de bô,saudades tuas,I miss you
Mim sebê ukê ktite passa ke bô,Não sei o que está a passar contigo,I don't know what's going on with you
Condê bô podêr retorna,Quando tu poderes retorna,When you can return
"Se m demora ne respondê, txá mensagem ne nhá número 5843604","Se eu demorar em responder, deixa mensagem no meu número 5843614","If I take time to answer, leave a message on my number 5843614"
xpêra ke bô te dret,Espero que estejás bem,Hope you're well
