Capverdian Creole,Portuguese,English
"Tite bei dret, porém um tava gostá de bô explicame ukê ke bô fazê, e tambê ukê ke m tite bei fazê condê no oia.","Está indo bem, porém eu gostava que tu me explicasses o que tu fizeste, e também o que eu teria que fazer, quando nos vermos.","It's going well, but I would like you to explain to me what you did, and also what I would have to do, when we see each other."
Sónia manhá nos ene dem nenhum teste não?,Sónia amanhã nós não temos nenhum teste?,Sónia tomorrow we don't have any test?
"Não, mas no tem teste sexta, kes de Emanuel","Não, mas nós temos teste na sexta, os do Emanuel.","No, but we have a test on Friday, those of Emanuel."
"já ta te infronta, era dia 7 ou 8 acho, má jáme ke sabê.","Eu já estava a me apressar, era no dia 7 ou 8 acho, mas já não sei.","I was already hurrying, it was on the 7th or 8th I think, but I don't know."
Mim ene de nem na casa.,Eu não estou em casa.,I'm not at home.
"Ke sabê se professor Emanuel tite bá mudas. Provavelmente sim, ele fká p manda uns exercício resolvid, mas el ke dzê nada","Não sei se o professor Emanuel os vai mudar. Provavelmente sim, ele ficou por enviar alguns exercícios resolvidos, mas ele não disse nada desde então","I don't know if Professor Emanuel will change them. Probably yes, he was left to send some solved exercises, but he hasn't said anything since"
"E manhá no ke nem tel, ke p sabê se no tem teste onom","E amanhã nós nem o temos, para saber se temos teste ou não.","And tomorrow we don't even have it, to know if we have a test or not."
"Roberto, manhá no podê dividi kel trabôi de Neves?","Roberto, amanhã nós podemos dividir o trabalho do Neves?","Roberto, tomorrow can we share Neves's work?"
"sim, bem pensód.","Sim, bem pensado.","Yes, well thought out."
"Ok, se ê so mim má bô e Rafa no te dividil te fká trenkil.","Ok, sendo assim eu tu e o Rafa o dividimos e nos ficará mais fácil.","Ok, so you and Rafa divide it and it will make us easier."
sim manhám no te falá dret ntom.,"Sim, amanhã nos falaremos melhor então.","Yes, tomorrow we will talk better then."
teste te bem desde moduláção digital.,O teste vem desde moduláção digital.,The test comes from digital modullation.
"Desculpem responde so agora, ê ke nhá movel já dal kul.","Desculpe-me por responder só agora, é porque o meu telefone já foi embora.","Sorry for answering just now, it's because my phone is gone."
jáme fká sem kel audio,Eu fiquei sem o áudio.,I lost the audio.
jáme fká fudid prop,Eu fiquei fudida mesmo,I'm really fucked
mim tem xtuda so kes exercício resulvid ke el dá,eu vou estudar somente os exercícios resolvidos que ele deu,I will study only the resolved exercises he gave
Ond kel des?,Onde foi que ele os deu?,Where did he give them?
el um folha so,É uma folha só,It is only one sheet
kondê kel pos?,Quando foi que ele os colocou?,When did he put them?
m otxá kel cartão má kel suporte de lâmpada,eu encontrei um cartão e o suporte de lâmpada,I found a card and the lamp holder
Bô otxá tud es?,Tudo encontraste todos eles?,Did you find them all?
"Min oiel, má ntom já no te kul","Eu não os vi, mas então já estamos bem","I didn't see them, but then we're fine"
Mim ke otxá suporte de lâmpada,eu não encontrei suporte de lâmpada,I did not find lamp holder
ok kel no tem ke bei compra um,ok aquele nós temos de ir comprar um,Ok that we have to go buy one
"professor já te pô mas exercício resolvid, jál pô um data go.","o professor irá colocar mais exercícios resolvidos, ele já colocou vários agora.","The teacher will put more exercises resolved, he has put several now."
"Ok, olime te bem xpiá.","Ok, vou ver agora.","Ok, I'll see it now."
tem esse e tem mes otes de tud ukê ke jál manda.,tem estes e tem mais outros de tudo o que ele já enviou,there are these and there are more of everything he has already sent
Sónia sendo honesto kes cosa ê descontra,Sónia sendo onesto essas coisas são relaxadas,Sonia being honest these things are relaxed
afinal es dá nos um bocód de cosa,afinal foi nos dado muita coisa,after all we were given a lot
"jáme txekás, m te pos na cablá manhá.","Eu já os vi, amanhã eu os coloco nas cabilás.","I've seen them, tomorrow I put them in the cabilas."
xpêra ke es te servibê.,Eu espero que te vão servir amanhã.,I hope they will serve you tomorrow.
"professor já dá trabalho prático nove de SS, já bô oiel?","o professor já deu mas trabalhos novos para fazer de SS, tu já viste?","the teacher has already given more new assignments to do SS, have you seen it?"
"El ta ê prop doid, e el tem kel trobôi lá ate dia 18","Ele está mesmo doido, e ele colocou o trabalho aí até o dia 18","He is really crazy, and he put the work there until the 18th"
Ukê ke el te ne el? Inda ke oial. Kuas ele ke sabê ke gente te tmá féria.,O que ele deve estar a pensar? Ainda não o vi. quase ele não sabe que a gente vai tomar férias.,What should he be thinking? I haven't seen him yet. Almost he doesn't know we'll have a vacation.
"El cagal bnite em, Raffaele deve xtód frustród.","Ele caiu lindamente, o Raffaele deve estar frustrado.","He fell beautifully, Raffaele must be frustrated."
"Roberto, ê so 4 slide p teste?","Roberto, são só 4 slides para o teste?","Roberto, are only 4 slides for the test?"
desde de kel primer slide.,Desde o primeiro slide.,From the first slide.
"Má ê so 4, ntom ê so kes lá",Mas são somente 4? Então é só isso.,But are they only 4? So that's all.
"Essim nenos documento p fazê, má bô tava te dzê ke tinha um de 60 e mim ke oial, por isse m confundí","Assim menos documentação para fazer. Mas tu estavas a dizer que tinha um de 60 e eu não o vi, por isso eu confundi","So less documentation to do. But you were saying you had a 60 and I didn't see it, so I confused"
"jám fazê kel post, e ukê ke falta agora?","Já fiz o post, e o que falta por fazer agora?","I've done the post, and what is missing to do now?"
"Kes dos put, e bô tem ke muda kel muf ke m dzêb kel hora.","Os dois put, e também tens de mudar aquelá coisa que eu te disse aquelá hora","The two puts, and you also have to change that thing I told you that time"
"kel lá manhá ou depos, alias manhá ê no tem de xpiá kel trabôi de kel ote disciplina","Nós vemos aqui amanhã ou depois, aliás amanhã nós temos de ver o trabalho da outra disciplina","We see here tomorrow or later, in fact tomorrow we have to see the work of the other discipline"
Justim ke einda no ke fazê nada de relatório e manhã professor Neves ta pergunta sobre el,"Sim, isso mesmo porque ainda não fizemos nada do relatório e amanhã o professor Neves nos irá perguntar sobre isso","Yes, that's right because we haven't done anything about the report yet and tomorrow Professor Neves will ask us about it"
Condê m fazê es cablá um te tenta fazê algum cosa,Quando eu fizer estas cabilás eu tento fazer qualquer coisa,When I make these cablas I try to do anything
"Má relatório bô sebê ke mim, bô e Rafa te ptá mom ne el ne menos de 3 hora no te xcrêvel","Mas no relatório tu sabês que eu, tu e o Rafa se colocarmos as mãos nele, em menos de 3 horas nós o escreveremos","But in the report you know that me, you and Rafa if we get our hands on it, in less than 3 hours we will write it"
"Mim einda ene xtuda, te so cabá termina trabôi de Paulo. Del ne fim, moda kel de SD, p m podê reláxa e foca tud ne kes ote","Eu ainda não estudi, estou só a terminar o trabalho do Paulo. O dando-o no fim como o trabalho de SD, para eu poder-me reláxar e focar-me completamente nos outros","I haven't studied yet, I'm just finishing up Paulo's work. Giving it at the end like SD work so I can relax and fully focus on others"
Sónia mes um job de professor Emanuel.,"Sónia, mais um trabalho do professor Emanuel.","Sonia, another work of Professor Emanuel."
"Rui dzêm essim, el ê até kondê?","O Rui disse sobre isso, este é até quando?","Rui said about it, this is until when?"
ê até dia 17,é até dia 17,It is until the 17th
"Má pelo menos kes model te funciona, e isse já ê bom","Mas pelo menos o modelo já funciona, e isso já é bom","But at least the model already works, and this is already good"
"ne professor Neves já tite cabá de fazê kel dzenvolvimente, falta so kel fote de simuláção e kel pseudocódigo","No professor Neves já estou a acabar de fazer o desenvolvimento, falta só a foto de simuláção e o pseudocódigo","At Professor Neves I am already finishing the development, only the photo of simulating and the pseudocode is missing"
"Okay, mim tambê te kuas p termina kel dmeu","Okay, eu também estou quase a terminar o meu","Okay, I'm almost finishing mine"
"Rafa tambê tite trebai ne kel dcêu kel dzê. Mim tite fazêl má te fká so te para, ke cabeça tite doem","O Rafa disse que ele está a trabalhar o seu como ele disse. Eu estou aqui a o fazer mas fico só a parar, porque a cabeça está doer-me","Rafa said he is working on his as he said. I'm here doing it but I just stop, because my head is hurting"
"Tem ke ser porkê einda semestre ene cabá, kuas fim de semestre krê ê levam má el","Tem que ser porque ainda o semestre não terminou, quase esse final de semestre quer é me levar com ele","It has to be because the semester is not over yet, almost at the end of the semester he wants to take me with him"
"Na txá disse, manera...","Não deixa-te disso, como assim...","Don't let it go, what do you mean..."
No tem x trobôi p fazê primer,Nós temos x trabalhos por fazer,We have x works to do
"Depos xtód avontad, bô te dzê profesor p dividí bzot dos nhá nota","Depois podes ficar a vontade, tu podes dizer ao professor para dividir a nota para vocês dois","Then you can feel comfortable, you can tell the teacher to share the grade to you two"
Inda bô ke otxá ninguém ke kel teste de professor Paulo de one possód,Ainda não encontraste ninguém com o teste do professor Paulo dos anos passados,You haven't found anyone with Professor Paulo's test of the past years
tontê hora ke bzot te bá p escola?,A qual horas vocês irão para a escola?,What time will you go to school?
"Mim tite bei 10 hora e tal, Rafa també","Eu vou às 10 horas e pouco, o Rafa também","I go at 10 am and little, Rafa too"
"um te ke dor de cabeca inda ke pudê ergui, for mas um bocód m ta bai","Eu estou com dor de cabeça ainda não pode me levantar, se for mais tarde eu vou","I have a headache still can't get up, if it's later I'll go"
Bô rebenta ke kel projeto em...,Tu arrebentaste com o projeto em...,You rocked the project in...
"sim, no tive 18 kkk","sim, nós tivemos 18 kkk","Yes, we had 18 kkk"
"mut bom, m gostá prop, e ne prova tontê ke bô tive ne el?","muito bom, eu realmente gostei, e a na prova quanto é que tu tiveste?","very good, I really liked it, and how much did you have in the test?"
Bô tive 18,Tu tiveste 18,You had 18
11.2,11.2,11.2
mim tive 16.4,eu tive 16.4,I had 16.4
já bô te klor,tu já estas claro,you are already clear
"diskondê kkk, bô també","há muito tempo kkk, tu também","KKK a long time ago, you too"
Gora nos vida te dependê de professor Emanuel,Agora a nossa vida depende do professor Emanuel,Now our life depends on Professor Emanuel
"sim man moss, el ta pos ê véspera de exame p de xtrága nos vida","Sim garoto, ele vai colocá-los na véspera do exame, só para estragar nossas vidas","Yeah boy, he'll put them on the eve of the exam, just to screw up our lives"
Manera ke percentagem de trabôi e teste ne disciplina de Paulo?,Como são as percentagens dos trabalhos e dos testes na disciplina do Paulo?,How are the percentages of work and tests in Paulo's discipline?
"já m ptel ne grup, má mim má bô já te klor ne el.","Já os coloquei no grupo, mas você e eu já estamos claros nele.","I already put them in the group, but you and I are already clear in it."
gora ê preocupa ke es ote disciplina,Agora é preocupar com as outras disciplinas,Now it's time to worry about other subjects
dzêl sel krê ajuda p fazê kel random,Diz a ele se ele quer ajuda para fazer o random,Tell him if he wants help to do the random
"seria cosa facil man, e mute mes rápte, ta xcrevê kel código ne 15 minute, fazê kes teste de funcionalidade ne 5 minut. E gera kes valor ne frações de segund.","seria a coisa mais fácil, e muito mais rápida, eu escreveria o código em 15 minutos, faria testes de funcionalidades em 5 minutos. E gere os valores em frações de segundos.","it would be the easiest thing, and much faster, I would write the code in 15 minutes, do feature tests in 5 minutes. And generate the values ​​in fractions of seconds."
"El ke te intendê de random, so de Matláb e oia ke ene ê mut em...","Ele não entende aleatório, apenas Matlab e veja ei, não muito","He doesn't understand random, just Matlab and see hey, not much"
mas de Matláb el te intendê um tonte,mas de Matlab ele entende muito,but of Matlab he understands a lot
El te intendê um bôkedim ao ponte de sabê ke no fazê merda ne kes trabôi,Ele entende um pouquinho ao ponto de saber que nós fizemos merda nos trabalhos,He understands a little to the point of knowing that we did shit in the work
"sim, um bocód prop","sim, muita mesmo","Yes, a lot"
"Má enfin, no te sobrevive. No tem ke bei ke esperança, afinal nos um nação bem de esperança","Mas enfim, nós sobreviveremos. Temos que ir com esperança, afinal a nossa nação veio da esperança","But anyway, we will survive. We have to go with hope, after all our nation came from hope"
Go ê so xpêra...,Agora é só esperar...,Now is just wait...
Sónia dá bô emig falá dzêl p pô nota.,Sónia fala com o teu amigo e diz-lhe para colocar as notas.,Sónia talk to your friend and tell him to put the grades.
El ke deve xtód nem te lembra de nos,Ele não deve estar nem a lembrar de nós,He must not even remember us
"Má tem exame de SS já segunda, el devia xpiá esse cosa","Mas tem exames de SS já na segunda, ele deveria ver essas coisas","But there are SS tests already on Monday, he should see these things"
De facte...,De facto...,In fact...
El te pô nota dia dming,Ele vai colocar as notas no domingo,He will put the grades on Sunday
ukê ke el te ne el?,O que é que ele está a pensar?,What is he thinking?
"Alguem tem ke bem mandal email, pel dá gente um luz","Alguém tem de o enviar um email, para ele nos dar uma luz","Someone has to send him an email, for him to give us a light"
kem tite bem ser sacrifício desse nação?,quem vai ser o sacrifício dessa nação?,Who will be the sacrifice of this nation?
iss ago mim ene sabê...,isso agora eu não sei...,This now I don't know...
professor Sidney txmób?,O professor Sidney te telefonou?,Did Professor Sidney call you?
no tem ke bem dá falá ntom kkk,Nós temos de falar então kkk,We have to talk then lol
txá menssagem ne grup kk,deixa mensagem no grupo kkk,Leave a message in the group kkk
No podia mandal email de kel email de sala,Nós poderíamos enviar-lhe um email no email da sala,We could email you in the class email
email ne kel email de sala!!! kkk,email no email da sala!!! kkk,and mail in the mail of sala!!! hahaha
"sim, essim ninguém era sacrificio, pergunta pessoal ukê ke es te otxá","Sim assim ninguém seria o sacrifício, pergunta para o pessoal qual a opinião deles","Yes, then no one would be the sacrifice, ask the staff what their opinion is"
"ker dizer bô te tem ideia p bem mendem fazê nem haha..., bô ke dód","quer dizer tu tens a ideia para vires me mandar o fazer o fazer nem haha..., tu é que és doido","I mean you have the idea to come and tell me to do it haha ​​..., you're the one who's crazy"
"Pora jás te até puste lista de inscritos p exame, inda broda ke pô nota","Pora já até colocaram as lista de inscritos para o exame, e ainda o nosso amigo não colocou as notas","Damn, they even put the list of candidates for the exam, and still our friend didn't put the grades"
klár cada um te fazê se parte,claro cada um faz a sua parte,of course everyone does their part
"mim, kel man lá te mata gente","Eu, aquele gajo nos tira do sério","Me, that guy takes us from serious"
go ke já bô txega,Agora que tu já chegaste,Now that you have arrived
e mim segunda m te kmeça trabôi,E eu começo a trabalhar na segunda,And I start working on Monday
"Sim, aí tem bem ot psoa p escreve kel email","Sim, aí tem de vir outra pessoa escrever o email","Yes, then someone else has to come and write the email"
kel gaz deve despaxam p m podê resolve nhá vida,aquele gajo deve me despachar para eu poder resolver a minha vida,that guy should get rid of me so i can sort my life out
E ukê ke sidney dzêbe?,E o que foi que o Sidney te disse?,And what did Sidney tell you?
"foi sobre ukê ke Paulo tinha nos dzide, e el dzê p m passa lá segunda detarde","foi sobre o que o Paulo tinha nos dito, e ele disse para eu passar ai na segunda de tarde","It was about what Paulo had told us, and he told me to pass there on Monday afternoon"
Es te bá paga nos nem?,Eles vão pagar a gente nem?,"Will they pay us, not?"
Sidney falá so ne contribui nunca el falá ne preço,O Sidney falou só em contribuir e nunca falou de preço,Sidney spoke just to contribute and never spoke of price
El ê só venha nós,Ele é só venha a nós,He is just come to us
"Má mim te des um mom e k, sempre já ê kualker cosa p bô ne nhá documentação","Mas eu posso lhes dar uma mão e que, sempre já é alguma coisa para colocar nas minhas documentações",But I can give them a hand and that is always something to put in my documentation.
Emanuel já pô algum cosa?,O Emanuel já colocou qualquer coisa?,Has Emanuel already put anything?
El so dzê nota primer trobôi de SS mes nada,Ele só disse a primeira nota do trabalho de SS e mais nada,He just said the first grade of SS's work and nothing else
E manera ke foi?,E como é que foi?,And how did it go?
"Mim tive 15 ne el, e bô manera?","Eu tive 15 nele, e tu como foi?","I had 15 in it, and how did you go?"
"Inda ke nem xpiál, el pol ne Classroom?","Ainda não o vi, ele o colocou no Classroom?","I haven't seen it yet, did he put it in the Classroom?"
Yh ne kel primer trabalho prático,Yh no primeiro trabalho prático,Yh in the first practical work
jáme te bem xpiá,Já já eu o vou ver,I'll see you now
Mi te xtranha el ene dzêm nada de meriód també,Eu até achei estranho ele não ter me dito nada de errado também,I even found it strange that I didn't tell me anything wrong too
Calmá ainda te na temp,"Calma, ainda há tempo para isso","Calm, there is still time for that"
El te dá nos el ne Sistemas de Telecomunicações,Ele vais nos o entregar em Sistemas de Telecomunicações,He will deliver it to us in Telecommunications Systems
Sim ê dvera,Sim é verdade,Yes it's true
"Má se ê agora kel tite corrigi kes trabôi de Sistemas e Sinais, até segunda el ke tite bá tem temp de corrigi kes de Sistemas de Telecomunicações?","Mas se é agora que ele está a corrigir os trabalhos de Sistemas e Sinais, até segunda ele terá corrigido os de Sistemas de Telecomunicações?","But if it is now that he is correcting the work on Systems and Signals, by Monday will he have corrected the work on Telecommunications Systems?"
E el tem ke fazê random,E ele tem que ir fazer um random,And he has to go do a random
Oia bô lógica kkk,Olha para a tua lógica kkk,Look at your logic kkk
El dáme  12,Ele me deu 12,He gave me 12
Manera ke possível,Como que isso é possível,How is this possible
"Ess ke nhá pergunta prop, mim má bô te fazê tud igual","Esta é a minha pergunta, você e eu fizemos tudo igual","This is my question, you and I did everything the same"
"Calma, el erra cáculo, so podê","Calma, ele errou nos cálculos, só pode ser","Calm down, he made a mistake in the calculations, it can only be"
"jál kmessal logue meriód, e einda nem len txegá ne Sistemas de Telecomunicações","Ele já o começou logo mal, e ainda ele nem chegou em Sistemas de Telecomunicações","He already started it badly, and he still hasn't even gotten to Telecommunications Systems"
lá ke pior,Ai que é pior,Oh that's worse
"Te xpêra kel te pensa um kzinha ne kes próximo, sel corrigis klár","Espero que pensou em pouco nos próximos, se ele os corrigiu claro","I hope you thought in the next few, if he corrected them clear"
lá agora um te prop ke med,alí eu estou mesmo com medo,there I'm really scared
"mim p falób verdade, te preferi passa ne Sistema de Telecomunicações do ke Sistemas e Sinais, porkê Sistemas e Sinais ê mes descontra","Eu para falar a verdade prefiro passar em Sistemas de Telecomunicações do que em Sistemas e Sinais, pois Sistemas e Sinais é mais relaxado","To tell you the truth, I prefer to pass on Telecommunications Systems than Systems and Signals, because Systems and Signals is more relaxed"
Sim moss kes cosa de Sistemas de Telecomunicações ê chat,"Sim rapaz, aquelás coisas de Sistemas de Telecomunicações são mais chatas","Yes boy, those stuff of telecommunications systems are more boring"
Kel chat e favor,chato é favor,boring is favor
Má jáme oia ke no te fudid,Mas já vi que nós estamos fudidos,But I've seen that we are fucked
"já bô sebê kuale êm, cumplicód... Só resta espera sentença final","Tu já sabês como é, complicado... Só resta esperar a sentença final","You already know how it is, complicated... All that remains is to wait for the final sentence"
xpêra kel te ser justa,Eu espero que ela seja justa,I expect it to be fair
Te xpêra ke sim kkkk,Espero mesmo kkk,I really hope kkk
Ntom el te pô nota te hoje nem,Então ele colocará as notas até hoje nem,So he will put the grades until today
Te prop li te xpêral,Eu estou mesmo aqui a espera,I'm really waiting here
einda nada nem,Ainda nada nem,Yet nothing
Condê el pos bô manadame um print ke um te sem internet,"quando ele os colocarem, tu me envias um print porque eu estou sem internet","When he puts them, you send me a print because I'm without the internet"
"mim tei so te xpiá, isse e Condê el pos, se el pos","estou aqui só a ver, isso é só quando ele os colocar, se ele os colocar","I'm here just seeing, this is only when he puts them, if he puts them"
"Moss, má isse já ê abuso","Rapaz, mas isso já é abuso","Boy, but that's abuse already"
Pior ê no xpêra tontê essim e el dá nos resultód meriód,Pior é nós esperarmos tanto e ele nos dar resultados errados,Worse is we expect so much and he gives us wrong results
Kel ke pior prop,Isso que é pior mesmo,This is even worse
Professor ê abusad,O professor é abusado,The teacher is abused
Bô te oia,Tu estás à ver,you are watching
"Falta 1 dia p exame, e einda nada de kel man","Falta um dia para o exame, e ainda nada do gajo","One day for the exam, and yet nothing of the guy"
jál dá nota de kel ot trabôi?,Ele já deu a nota do outro trabalho?,Has he already graded the other job?
m oia conversa kel dzê Txoba,Eu vi a conversa que ele disse para o Txoba,I saw the conversation he said to Txoba
Tontê ke el dób?,Quanto foi que ele te deu?,How much did he give you?
Mim já dsisti de xpêra seja o ke for ne kes disciplina,Eu já desisti de esperar seja o que for naquelás disciplinas,I've already given up waiting for anything in those subjects
"Se for p fazê proximo one, te fazêl e pont final","Se for para ir fazer no próximo ano, vou ai fazer e ponto final","If I'm going to do it next year, I'll do it there and that's final"
"Nera, mim el dame 13 nesse ote trabôi","Sim claro, eu ele me deu 13 neste trabalho","Yes claro, I gave me 13 in this work"
"Mim tive 11, einda el dzê ke m tem exercícios iguais, a otes psoa e el ene de tolera isse e k","Eu tive 11, e ainda ele me disse que eu tenho exercícios iguais a outras pessoas e ele não tolera isso e que","I had 11, and still he told me that I have exercises like other people and he does not tolerate it and that"
"So ke de facto el tem razão, hoje m prendê uns dos cosa","Só que ele tem razão, hoje eu aprendi algumas coisas","But he's right, today I learned a few things"
Asserio kel dzêb iss?,A sério que ele te disse isso?,Seriously he told you that?
"Talvez el corrigí nhá trabôi primeiro, sel tava corrigi kel bôssa primer mim kel tava dá esse falá","Talvez ele corrigiu o meu trabalho primeiro, se ele corrigisse o teu primeiro era eu que ele ia dizer estas conversas","Maybe he corrected my work first, if he corrected yours first I would be the one to say these conversations"
"Má paciência go, krê oia ukê kel tem dzê ne kes ote","Mas paciência agora, quero só ver o que ele vai dizer os outros","But patience now, I just want to see what he will say to others"
E Sistemas de Telecomunicações el ke te dzê gente nada,E Sistemas de Telecomunicações ele ainda não disse nada para a gente,And telecommunications systems he hasn't said nothing to us yet
"Sel segui kes lógica, no te pirdid lá","Se ele seguir com essa lógica, aí nós estamos perdidos","If he follows with this logic, then we are lost"
No te prop fudid,Nós estamos mesmo fodidos,We are even fucked up
Por acaso bô inscreve p exame?,Por acaso tu te inscreveste para o exame?,Did you subscribe to the exam?
Tonte kel dób ne kel trabôi sobre filtragem?,Quanto é que ele te deu no trabalho sobre filtragem?,How much did he give you for work on filtering?
"Te otxá ke no te passa, sel ke corrigi kes teste","Eu acho que nós vamos passar, se ele não corrigir os testes",I think we'll pass if he doesn't correct the tests
"Eh moss, bô te usa kel email de sala","O rapaz, tu poderias utilizar o email da sala","Oh boy, you could use the room email"
m te usa so kel de xcolá,eu utilizo só o da escola,I only use the school one
m cris manda Carla um email,eu queria enviar um email para a Carla,I wanted to send an email to Carla
"No tem ke pol pressão ,exame ê manhá.","Nós temos de colocar pressão, o exame é amanhã.","We have to put pressure, the exam is tomorrow."
pensa era hoje,pensei que era hoje,I thought it was today
"Joana, bei xpiá lá bei, e bô tite bei oia ke m te drete","Joana, vai lá e veja, e tu verás que eu estou certo","Joana, go there and see, and you'll see that I'm right"
Kel exame de Sistemas e Sinais agora ê dia 3,O exame de Sistemas e Sinais agora é dia 3,The Systems and Signals exam is now day 3
"Ago ke professor tita pô kes nota, bô te kerdita.","Agora que o professor está a colocar as notas, tu acredita.","Now that the teacher is putting the grades, you believe."
Bô ene inscreve p exame?,Tu não inscreveste para o exame?,You didn't sign up for the exam?
Não,Não,No
"mim jám passa ne Sistemas e Sinais, e bô?","Eu já passei em Sistemas e Sinais, e tu?","I've moved into systems and signals, and you?"
"Inda el ke dame nota, mim tive 13","Ainda ele não me deu a minha nota, eu tive 13","He still didn't give me my grade, I had 13"
krê so oia sistemas de telecomunicações,Quero só ver sistemas de telecomunicações,I just want to see telecommunications systems
P mim kel ke m te mas curiose,Para mim aquele é o que eu estou mais curioso,For me that's what I'm most curious about.
Aí ke vai ser merda...,Aí que vai ser merda...,Then it's gonna be shit...
um dor de cada vez,uma dor de cada vez,One pain at a time
"Maria, podê contób um cosa?","Maria, posso te contar algo?","Maria, can I tell you something?"
"bô sebê kel femá ke m dzêb tava xtód te fcá má el... el dá corte ne nos muf e tal, porkê el te confusa e tal","Tu sabês aquelá miúda que eu te disse que estava a envolver com ela... ela deu fim nas nossas coisas e tal, porque ela está confusa e tal","You know that girl I told you I was getting involved with her... she broke up with our stuff and that, because she's confused and all"
"ntom, ou seja, mural de xtória, m te livre","então, ou seja, mural da história, estou livre","so i.e. mural of history, i'm free"
"sei fora, agora ninguém te aguentób","Sai fora, agora ninguém te aguenta","Get out, now nobody can stand you"
"mim já tava ke uns muf ke m tava te dzê ke não, má gora não","Eu já estava com umas coisas que estava a dizer que não, mas agora não","I already had some things that I was saying no, but not now"
"ess já segunda vez, mim nunca involve p vale, mas p confessób tem uns cosa ke m te realmente gosta ne elá","Essa já é a segunda vez, eu nunca envolvi para valer, mas para te confessar tem umas coisas que eu realmente gosto nelá","This is the second time, I never really got involved, but to confess to you, there are some things I really like about her"
"mas vida ê um sopre, e no te ne verão kkk",mas a vida é um sopro e nós estamos no verão kkk,But life is a breath and we are in summer kkk
Vida ê prop um sopro. tontê ke bô tive?,"Vida é mesmo um sopro, Quanto tu tiveste?","Life is really a breath, how much did you have?"
Má Sónia no sebê ke por parte el tem razão,Mas Sónia nós sabemos que por partes ele tem razão,But Sónia we know that by parts he is right
"el podê ter trozód ne dá nota, mas mim ciente ke mim ene fazê muita coisa","ele pode ter tirado da nota, mas eu sou ciente que não fiz muita coisa","he may have taken it off the grade, but I'm aware I didn't do much"
Má maltas ê logue konte de txemal,mas o pessoal vêm logo com ideias de o chamar,but the staff soon come with ideas to call him
"ê isse maltas pensa so mode el demorá, el tem ke ser obrigód a dób kel nota","É isso, o pessoal pensa que só por que ele demorou, ele tem de ser obrigado a te dar a nota","That's it, people think that just because he took so long, he has to be forced to give you the grade"
"mim ciente de ukê ke m fazê, e ene foi de kes grande cosa, e m sebê","eu sou ciente de o que eu fiz e não foi grandes coisas, e eu sei","I'm aware of what I did and it wasn't big things, and I know"
"mim basta m fazê o suficiente ke p m passa, mas  nada","Eu basta fizesse o suficiente para passar, mais nada","I just did enough to get through, nothing else"
"Maltas ke sabê comporta, e lá ene dem dondê recláma ke el dá nota de tud kes trabôi","O pessoal não sabe comportar, e aí não há por onde reclámar porque ele deu as notas de todos os trabalhos","The staff doesn't know how to behave, and then there's nothing to complain about because he graded all the works"
oia desculpa dess man,Vê aqui a desculpa dessa gajo,See here the excuse of this guy
"E gora, el fazês drete?","E agora, ele os fez de forma correta?","And now, did he do them correctly?"
Maltas ke sabê manera dirigi p profesor,O pessoal não sabe como se dirigir para os professores,People don't know how to go to teachers
Xtrónhe Txoba ke somá ne ses cosa,Estranho o Txoba não apareceu com as suas coisas,Strange Txoba did not appear with his things
"el te colód, einda el ene dzêm nada mesm","Ele está calado, ainda ele não disse nada mesmo","He's silent, he still didn't say anything"
e Rafa passa?,E o Rafa passou?,And Rafa passed?
"Gora Txoba, um tite otxá mut xtronhê einda el ke manifesta","Agora o Txoba, estou a encontrar muito estranho ainda ele não se manifestou","Now Txoba, I'm finding very strange yet he has not spoken"
El passa també,Ele passou também,He also passed
bei oia ukê ke el xcrevê ne classroom,Vai lá ver o que ele escreveu no classroom,Go see what he wrote in Classroom
e el mandam um mensagem te dzê ke tem partes ne nhá trobôi ktê identica que otes trobôi,e ele disse que tem partes no meu trabalho que se identificam com outros trabalhos,And he said he has parts in my work that identifies with other works
Sónia nes ultimos dias já m prendê uns dos lição,Sónia nos últimos dias eu já aprendi algumas lições,Sonia in recent days I have learned some lessons
próximo semestre mim ene dite bei mesmá coisa p xcolá,No próximo semestre eu não irei a mesmo coisas para a escola,Next semester I won't go to school
Mim inda ke oia,Eu ainda não vi,I have not seen yet
"Bô te podê xpiá lá ne nhá email, please?","Tu consegues ver ai no meu email, por favor?","Can you see there in my email, please?"
"Ke te ke net, e bô tinha ke dam bô email, ou el te xcrite ne nhá book","Não estou com internet, e tinhas que me dar o teu email, ou este está escrito no meu book","I'm not with internet, and you had to give me your email, or this is written in my book"
podê xpiá jáme oies,podes deixar eu já os vi,You can leave me already
"Já el pô nota final, mim já te de féria","Ele já colocou a nota final, eu já estou de férias","He has already put the final grade, I'm already on vacation"
Ess li ke nota final,Esse aqui que é a nota final,This one that is the final grade
sim má ne bô einda el ene pô,sim mas em ti ele ainda não colocou,yes but in you he has not yet put
E mim ei te pensa ke já tinha reprovód,E eu aqui a pensar que já tinha reprovado,And I think here I had already failed
"Essim kel perce, tava te preocupá","Assim eu apareceu, eu já estava a preocupar","So I appeared, I was already worrying"
Má calmá kel ke bôssa einda te gordód,mas calma o que é teu ainda está guardado,But calm down what is yours is still saved
jál dame el,Ele já me o deu,He already gave me
Um tive 13 valores,Eu tive 13 valores,I had 13 values
bô kt sebê,Tu é que estás ótimo,You are great
e bô tive tonte?,e tu tiveste quanto?,And how much did you have?
